Player,Salary,salary_per_cap,G,WS,BPM,VORP,TS%,PER,Year
Malcolm Brogdon,20700000.0,0.1896646509070918,56.0,4.2,1.5,1.7,0.561,17.9,2021
Julius Randle,19845000.0,0.18183067619571194,71.0,7.8,3.7,3.8,0.567,19.7,2021
Domantas Sabonis,19800000.0,0.18141836173721826,62.0,6.9,3.9,3.3,0.601,20.6,2021
Gary Harris,19610714.0,0.1796840205240975,39.0,0.7,-4.7,-0.8,0.511,9.1,2021
Danilo Gallinari,19500000.0,0.17866959868059373,51.0,3.7,0.9,0.9,0.613,16.3,2021
Zach LaVine,19500000.0,0.17866959868059373,58.0,5.9,3.7,2.9,0.634,21.5,2021
Jerami Grant,19050000.0,0.17454645409565694,54.0,3.2,0.9,1.3,0.556,16.9,2021
Terry Rozier,18900000.0,0.17317207256734468,69.0,5.2,1.5,2.1,0.575,17.1,2021
Aaron Gordon,18136364.0,0.16617522448231628,50.0,1.9,0.0,0.7,0.547,14.5,2021
Aaron Gordon,18136364.0,0.16617522448231628,25.0,0.6,0.6,0.5,0.537,14.9,2021
Aaron Gordon,18136364.0,0.16617522448231628,25.0,1.3,-0.6,0.2,0.564,14.1,2021
Clint Capela,18000000.0,0.16492578339747113,63.0,8.2,2.5,2.1,0.601,24.3,2021
Bogdan Bogdanovic,18000000.0,0.16492578339747113,44.0,3.9,3.8,1.9,0.616,17.6,2021
Myles Turner,18000000.0,0.16492578339747113,47.0,3.3,0.4,0.9,0.599,15.3,2021
Goran Dragic,18000000.0,0.16492578339747113,50.0,1.3,-3.0,-0.3,0.552,13.0,2021
Bojan Bogdanovic,17850000.0,0.16355140186915887,72.0,5.2,-0.8,0.7,0.588,14.0,2021
LaMarcus Aldridge,17628340.0,0.16152043247205425,26.0,1.1,-0.6,0.2,0.556,15.7,2021
Gorgui Dieng,17587688.0,0.16114795675279459,38.0,2.1,3.0,0.7,0.67,19.2,2021
Gorgui Dieng,17587688.0,0.16114795675279459,22.0,1.5,2.6,0.4,0.682,19.2,2021
Evan Fournier,17150000.0,0.15713762140370166,42.0,2.8,1.0,1.0,0.598,16.7,2021
Evan Fournier,17150000.0,0.15713762140370166,26.0,1.7,1.3,0.6,0.604,18.2,2021
Ricky Rubio,17000000.0,0.1557632398753894,68.0,3.1,-2.2,-0.1,0.516,13.5,2021
Eric Bledsoe,16875000.0,0.1546179219351292,71.0,2.3,-2.3,-0.2,0.533,11.5,2021
Eric Gordon,16869267.0,0.1545653930731171,27.0,0.8,-0.6,0.3,0.577,14.4,2021
Caris LeVert,16203704.0,0.1484671431189298,47.0,2.4,-0.1,0.7,0.531,17.8,2021
Caris LeVert,16203704.0,0.1484671431189298,35.0,1.8,-0.3,0.5,0.535,17.4,2021
Joe Harris,16071429.0,0.14725516767454647,69.0,5.2,0.2,1.2,0.663,14.1,2021
James Johnson,16047100.0,0.14703225215319773,51.0,1.2,-1.5,0.1,0.51,11.4,2021
James Johnson,16047100.0,0.14703225215319773,29.0,0.8,0.1,0.3,0.526,12.2,2021
James Johnson,16047100.0,0.14703225215319773,22.0,0.4,-3.1,-0.1,0.498,10.6,2021
Cody Zeller,15415730.0,0.141247297049661,48.0,3.3,-0.3,0.4,0.599,18.2,2021
Danny Green,15365853.0,0.14079029686641012,69.0,4.6,1.5,1.7,0.582,12.1,2021
Jonas Valanciunas,15000000.0,0.13743815283122596,62.0,7.8,2.7,2.1,0.636,24.4,2021
Andre Iguodala,15000000.0,0.13743815283122596,63.0,1.7,-0.7,0.4,0.519,9.2,2021
Davis Bertans,15000000.0,0.13743815283122596,57.0,3.1,-1.0,0.4,0.62,11.4,2021
Marcus Morris,14883721.0,0.1363727414330218,57.0,3.6,-0.2,0.7,0.614,14.5,2021
Rudy Gay,14500000.0,0.1328568810701851,63.0,1.7,-0.3,0.6,0.532,14.7,2021
Dejounte Murray,14286000.0,0.1308960967564596,67.0,3.3,0.6,1.4,0.509,16.5,2021
Will Barton,13723214.0,0.1257395455378413,56.0,2.2,-2.0,0.0,0.538,11.8,2021
Thaddeus Young,13545000.0,0.12410665200659703,68.0,5.1,3.2,2.2,0.578,20.3,2021
Terrence Ross,13500000.0,0.12369433754810336,46.0,0.9,-2.4,-0.1,0.53,13.2,2021
Malik Beasley,13425895.0,0.12301534726039949,37.0,1.3,-0.6,0.4,0.57,14.6,2021
Patrick Beverley,13333333.0,0.12216724390690856,37.0,2.1,0.0,0.4,0.58,12.0,2021
Christian Wood,13015874.0,0.11925851200293201,41.0,2.8,1.4,1.2,0.591,20.0,2021
Justise Winslow,13000000.0,0.11911306578706249,26.0,-0.7,-6.1,-0.5,0.395,6.2,2021
Marcus Smart,12946428.0,0.11862221000549752,48.0,3.3,-0.6,0.6,0.539,13.8,2021
Jusuf Nurkic,12888889.0,0.11809500641378047,37.0,2.4,2.0,0.9,0.554,20.5,2021
Kelly Olynyk,12819650.0,0.11746060106285505,70.0,5.1,1.1,1.6,0.61,16.4,2021
Kelly Olynyk,12819650.0,0.11746060106285505,43.0,1.9,-0.9,0.3,0.549,12.1,2021
Kelly Olynyk,12819650.0,0.11746060106285505,27.0,3.2,3.8,1.2,0.674,22.3,2021
Trevor Ariza,12800000.0,0.11728055708264615,30.0,1.6,-1.3,0.2,0.542,11.9,2021
Brook Lopez,12697675.0,0.11634299981674913,70.0,5.3,0.0,1.0,0.611,15.4,2021
Cory Joseph,12600000.0,0.11544804837822979,63.0,2.1,-2.1,-0.1,0.556,12.5,2021
Cory Joseph,12600000.0,0.11544804837822979,44.0,0.7,-3.7,-0.4,0.534,9.9,2021
Taurean Prince,12250000.0,0.11224115814550119,41.0,1.0,-2.0,0.0,0.54,12.1,2021
Taurean Prince,12250000.0,0.11224115814550119,29.0,0.7,-1.7,0.0,0.532,12.2,2021
Tony Snell,12178571.0,0.11158668682426241,47.0,2.0,-0.9,0.3,0.708,9.5,2021
Robert Covington,12138345.0,0.11121811434854316,70.0,3.7,-0.3,1.0,0.553,11.2,2021
Kentavious Caldwell-Pope,12073020.0,0.11061957119296317,67.0,4.2,-0.9,0.6,0.588,10.7,2021
Nicolas Batum,11608231.0,0.10636092175187832,67.0,5.0,1.4,1.6,0.617,12.9,2021
Jordan Clarkson,11500000.0,0.10536925050393989,68.0,4.2,1.1,1.4,0.549,17.1,2021
Dillon Brooks,11400000.0,0.10445299615173172,67.0,1.4,-3.9,-1.0,0.515,12.1,2021
Dwight Powell,11080125.0,0.10152212754260583,58.0,3.8,0.7,0.7,0.688,16.8,2021
Lonzo Ball,11003782.0,0.10082263148249954,55.0,3.2,1.6,1.6,0.551,15.2,2021
Josh Richardson,10865952.0,0.09955975810885102,59.0,2.4,-2.1,0.0,0.537,11.9,2021
Norman Powell,10865952.0,0.09955975810885102,69.0,4.7,0.1,1.2,0.618,16.2,2021
Norman Powell,10865952.0,0.09955975810885102,42.0,3.2,1.2,1.0,0.645,17.7,2021
Norman Powell,10865952.0,0.09955975810885102,27.0,1.5,-1.4,0.1,0.576,14.2,2021
Jeremy Lamb,10500000.0,0.09620670698185817,36.0,2.1,1.3,0.6,0.587,15.8,2021
DeAndre Jordan,10375678.0,0.09506760124610592,57.0,3.9,0.7,0.8,0.736,17.1,2021
Joe Ingles,10363637.0,0.09495727505955653,67.0,7.0,3.4,2.5,0.672,15.9,2021
Zion Williamson,10245480.0,0.09387465640461792,61.0,8.7,5.4,3.8,0.649,27.1,2021
Paul Millsap,10100000.0,0.09254168957302547,56.0,3.2,0.5,0.7,0.565,16.4,2021
Rodney Hood,10047450.0,0.09206019791094008,55.0,-0.4,-7.1,-1.2,0.452,5.6,2021
Rodney Hood,10047450.0,0.09206019791094008,38.0,-0.5,-7.6,-1.0,0.436,5.0,2021
Deandre Ayton,10018200.0,0.09179219351291919,69.0,8.4,0.9,1.6,0.653,20.3,2021
Tomas Satoransky,10000000.0,0.0916254352208173,58.0,3.1,-0.7,0.4,0.614,13.8,2021
Jayson Tatum,9897120.0,0.09068279274326553,64.0,6.5,3.7,3.3,0.576,21.3,2021
Anthony Edwards,9757440.0,0.08940296866410115,72.0,0.8,-2.6,-0.3,0.523,13.9,2021
Al-Farouq Aminu,9720900.0,0.08906816932380429,23.0,0.1,-4.0,-0.2,0.469,8.9,2021
George Hill,9590602.0,0.08787430822796408,30.0,1.4,-1.4,0.1,0.596,13.1,2021
De'Anthony Melton,9571712.0,0.08770122778083196,52.0,2.2,2.0,1.0,0.568,15.2,2021
Kyle Anderson,9505100.0,0.08709089243173905,69.0,5.6,3.1,2.4,0.578,17.2,2021
Tristan Thompson,9258000.0,0.08482682792743265,54.0,2.9,-2.6,-0.2,0.54,14.2,2021
Serge Ibaka,9258000.0,0.08482682792743265,41.0,3.0,0.8,0.7,0.585,18.2,2021
Montrezl Harrell,9258000.0,0.08482682792743265,69.0,7.3,2.7,1.9,0.65,22.7,2021
Jae Crowder,9258000.0,0.08482682792743265,60.0,3.3,0.8,1.2,0.574,11.8,2021
Derrick Favors,9258000.0,0.08482682792743265,68.0,5.1,2.0,1.0,0.663,19.7,2021
Dario Saric,9250000.0,0.084753527579256,50.0,1.7,-2.2,0.0,0.567,14.3,2021
Ja Morant,9166800.0,0.0839912039582188,63.0,3.2,-0.8,0.6,0.537,16.7,2021
Delon Wright,9000000.0,0.08246289169873557,63.0,4.3,2.0,1.7,0.562,16.3,2021
Delon Wright,9000000.0,0.08246289169873557,36.0,2.9,2.8,1.3,0.562,16.5,2021
Delon Wright,9000000.0,0.08246289169873557,27.0,1.3,0.8,0.5,0.563,15.9,2021
Cedi Osman,8840580.0,0.0810021990104453,59.0,0.5,-2.8,-0.3,0.488,10.3,2021
Tyus Jones,8817143.0,0.08078745647791827,70.0,2.8,0.4,0.8,0.511,15.0,2021
James Wiseman,8730240.0,0.0799912039582188,39.0,0.7,-5.4,-0.7,0.552,13.1,2021
Royce O'Neale,8500000.0,0.0778816199376947,71.0,5.6,0.4,1.4,0.599,9.9,2021
Maxi Kleber,8475000.0,0.07765255634964266,50.0,2.9,-0.7,0.5,0.606,10.6,2021
RJ Barrett,8231760.0,0.0754238592633315,72.0,4.1,-1.5,0.3,0.535,13.4,2021
Jakob Poeltl,8101852.0,0.0742335715594649,69.0,5.7,0.7,1.2,0.612,17.5,2021
De'Aaron Fox,8099627.0,0.07421318490012828,58.0,4.2,1.4,1.7,0.565,20.7,2021
Luka Doncic,8049360.0,0.0737526113249038,66.0,7.7,6.7,5.0,0.587,25.3,2021
Mason Plumlee,8000000.0,0.07330034817665385,56.0,5.1,2.1,1.5,0.638,18.7,2021
LaMelo Ball,7839960.0,0.07183397471137988,51.0,2.8,1.9,1.4,0.539,17.5,2021
Seth Curry,7834449.0,0.07178347993402968,57.0,4.0,-0.9,0.5,0.607,12.9,2021
Derrick Rose,7682926.0,0.0703951438519333,50.0,3.1,1.5,1.1,0.55,18.3,2021
Derrick Rose,7682926.0,0.0703951438519333,35.0,2.8,1.9,0.9,0.565,18.8,2021
Rajon Rondo,7500000.0,0.06871907641561298,45.0,1.3,-0.3,0.3,0.544,13.2,2021
Rajon Rondo,7500000.0,0.06871907641561298,27.0,0.2,-2.7,-0.1,0.478,9.9,2021
De'Andre Hunter,7422000.0,0.0680043980208906,23.0,1.7,0.8,0.5,0.603,15.7,2021
Doug McDermott,7333333.0,0.06719198277441818,66.0,3.8,-0.5,0.6,0.635,15.6,2021
Robin Lopez,7300000.0,0.06688656771119662,71.0,3.7,-1.1,0.3,0.661,16.7,2021
JaMychal Green,7199760.0,0.06596811434854316,58.0,2.6,-2.0,0.0,0.59,13.6,2021
Nemanja Bjelica,7150000.0,0.06551218618288437,37.0,0.9,-2.5,-0.1,0.554,12.9,2021
Nemanja Bjelica,7150000.0,0.06551218618288437,26.0,0.5,-3.0,-0.1,0.555,12.7,2021
Patrick Williams,7068360.0,0.06476415612974161,71.0,2.5,-2.7,-0.3,0.562,10.5,2021
Ivica Zubac,7000000.0,0.06413780465457211,72.0,6.9,0.7,1.1,0.693,19.1,2021
Aron Baynes,7000000.0,0.06413780465457211,53.0,1.0,-4.7,-0.7,0.503,10.5,2021
Lauri Markkanen,6731508.0,0.06167773501924134,51.0,3.0,0.0,0.7,0.619,15.2,2021
Darius Garland,6720720.0,0.06157888949972513,54.0,1.2,-1.6,0.1,0.547,14.2,2021
Trae Young,6571800.0,0.06021440351841671,63.0,7.2,3.6,3.0,0.589,23.0,2021
Chris Boucher,6500000.0,0.059556532893531244,60.0,6.1,2.9,1.8,0.634,21.9,2021
Juan Hernangomez,6493000.0,0.05949239508887667,52.0,1.1,-3.3,-0.3,0.549,12.1,2021
Isaac Okoro,6400920.0,0.05864870808136339,67.0,0.9,-5.0,-1.6,0.514,7.9,2021
Frank Ntilikina,6176578.0,0.05659316474253253,33.0,0.5,-2.4,0.0,0.512,7.7,2021
Jarrett Culver,6104280.0,0.05593073117097306,34.0,-0.1,-6.6,-0.6,0.476,8.8,2021
Alec Burks,6000000.0,0.05497526113249038,49.0,3.3,0.9,0.9,0.564,14.8,2021
Mo Bamba,5969040.0,0.05469158878504673,46.0,1.8,0.0,0.4,0.556,19.3,2021
Onyeka Okongwu,5813640.0,0.053267729521715226,50.0,1.9,-1.3,0.1,0.655,16.8,2021
Justin Holiday,5720400.0,0.05241341396371633,72.0,3.1,-1.1,0.5,0.571,10.4,2021
Avery Bradley,5635000.0,0.05163093274693055,27.0,-0.1,-5.7,-0.6,0.487,6.3,2021
Coby White,5572680.0,0.051059923034634414,69.0,2.4,-2.6,-0.3,0.54,12.0,2021
Trey Lyles,5500000.0,0.05039398937144952,23.0,0.6,-1.9,0.0,0.574,11.4,2021
Malik Monk,5345687.0,0.048980089792926514,42.0,1.0,-1.9,0.0,0.569,13.6,2021
Killian Hayes,5307120.0,0.04862671797691039,26.0,-1.1,-7.3,-0.9,0.422,5.3,2021
Luke Kennard,5273826.0,0.0483216602528862,63.0,2.7,-0.6,0.4,0.608,12.7,2021
Donovan Mitchell,5195501.0,0.04760400403151915,53.0,6.2,3.5,2.5,0.569,21.3,2021
Bam Adebayo,5115492.0,0.04687091808686091,64.0,8.8,4.7,3.6,0.626,22.7,2021
Justin Jackson,5109637.0,0.046817271394539124,34.0,0.2,-3.2,-0.2,0.516,10.4,2021
Justin Jackson,5109637.0,0.046817271394539124,33.0,0.2,-2.9,-0.1,0.519,10.7,2021
Jaxson Hayes,5105160.0,0.04677625068719076,60.0,3.5,0.5,0.6,0.675,19.1,2021
Ed Davis,5005350.0,0.045861737218251784,23.0,0.8,-2.9,-0.1,0.487,13.1,2021
Mike Scott,5005350.0,0.045861737218251784,51.0,1.0,-3.1,-0.2,0.492,6.8,2021
Richaun Holmes,5005350.0,0.045861737218251784,61.0,6.1,0.3,1.0,0.669,20.2,2021
Daniel Theis,5000000.0,0.04581271761040865,65.0,4.3,-0.2,0.7,0.609,15.0,2021
Daniel Theis,5000000.0,0.04581271761040865,42.0,2.9,0.2,0.6,0.625,15.0,2021
Daniel Theis,5000000.0,0.04581271761040865,23.0,1.4,-0.8,0.2,0.584,14.9,2021
Nerlens Noel,5000000.0,0.04581271761040865,64.0,5.2,1.0,1.2,0.638,14.8,2021
Collin Sexton,4991880.0,0.045738317757009345,60.0,3.5,0.0,1.0,0.573,18.0,2021
Pat Connaughton,4938273.0,0.045247141286421114,69.0,3.5,-0.4,0.6,0.578,11.3,2021
Obi Toppin,4862040.0,0.04454865310610225,62.0,1.5,-1.0,0.2,0.574,12.7,2021
Kevon Looney,4821429.0,0.04417655305112699,61.0,3.4,-1.5,0.2,0.575,11.9,2021
Garrett Temple,4767000.0,0.0436778449697636,56.0,1.6,-3.5,-0.6,0.525,8.2,2021
Josh Jackson,4767000.0,0.0436778449697636,62.0,0.1,-3.3,-0.5,0.516,12.0,2021
Elfrid Payton,4767000.0,0.0436778449697636,63.0,1.0,-3.4,-0.5,0.478,11.7,2021
Rui Hachimura,4692840.0,0.04299835074216603,57.0,2.1,-3.5,-0.7,0.549,11.4,2021
Denzel Valentine,4642800.0,0.042539857064321056,62.0,0.7,-2.9,-0.3,0.479,10.1,2021
Kevin Knox,4588680.0,0.04204398020890599,42.0,0.6,-1.7,0.0,0.537,9.1,2021
Deni Avdija,4469160.0,0.04094887300714679,54.0,1.2,-3.9,-0.6,0.515,7.6,2021
Cam Reddish,4458000.0,0.04084661902144035,26.0,0.4,-3.6,-0.3,0.488,9.3,2021
Mikal Bridges,4359000.0,0.03993952721275426,72.0,8.0,3.0,3.0,0.667,16.4,2021
Jalen Smith,4245720.0,0.038901594282572845,27.0,0.1,-6.2,-0.2,0.499,8.4,2021
Cameron Johnson,4235160.0,0.03880483782297966,60.0,2.6,-0.6,0.5,0.563,11.8,2021
JaVale McGee,4200000.0,0.038482682792743264,46.0,1.0,-2.1,0.0,0.541,17.0,2021
JaVale McGee,4200000.0,0.038482682792743264,33.0,0.8,-0.8,0.2,0.554,18.4,2021
Reggie Bullock,4200000.0,0.038482682792743264,65.0,4.6,-0.1,0.9,0.606,11.1,2021
Shai Gilgeous-Alexander,4141320.0,0.03794502473886751,35.0,3.5,3.8,1.7,0.623,21.6,2021
John Collins,4137302.0,0.037908209638995785,63.0,6.7,2.1,1.9,0.645,20.6,2021
Willie Cauley-Stein,4100000.0,0.03756642844053509,53.0,2.8,-1.6,0.1,0.647,14.3,2021
Devin Vassell,4033440.0,0.03695656954370533,62.0,1.5,-1.9,0.1,0.524,10.6,2021
Dorian Finney-Smith,4000000.0,0.03665017408832692,60.0,4.4,-0.1,0.9,0.609,12.0,2021
Alex Len,3970648.0,0.03638123511086678,64.0,2.7,-0.6,0.3,0.643,16.4,2021
Alex Len,3970648.0,0.03638123511086678,57.0,2.8,-0.2,0.4,0.643,17.5,2021
Miles Bridges,3934320.0,0.03604837822979659,66.0,4.2,0.2,1.0,0.625,14.7,2021
Austin Rivers,3929049.0,0.0360000824628917,36.0,1.3,-2.2,0.0,0.551,9.9,2021
Jevon Carter,3925000.0,0.03596298332417079,60.0,1.6,0.5,0.5,0.548,12.2,2021
Jarrett Allen,3909902.0,0.0358246472420744,63.0,6.4,0.9,1.4,0.661,20.1,2021
Jarrett Allen,3909902.0,0.0358246472420744,51.0,5.0,0.7,1.1,0.649,19.8,2021
Nicolo Melli,3897436.0,0.03571042697452813,45.0,0.6,-3.6,-0.2,0.441,7.9,2021
Nicolo Melli,3897436.0,0.03571042697452813,22.0,0.0,-4.4,-0.1,0.346,5.8,2021
Nicolo Melli,3897436.0,0.03571042697452813,23.0,0.5,-2.9,-0.1,0.506,9.4,2021
OG Anunoby,3872215.0,0.035479338464357704,43.0,3.1,1.0,1.1,0.605,15.4,2021
Tyrese Haliburton,3831840.0,0.03510940076965366,58.0,3.5,1.1,1.4,0.585,16.2,2021
Tyler Herro,3822240.0,0.03502144035184167,54.0,1.7,-1.6,0.2,0.543,13.3,2021
Patrick Patterson,3814771.0,0.03495300531427524,38.0,1.2,-0.9,0.2,0.571,10.9,2021
Stanley Johnson,3804150.0,0.034855689939527215,61.0,1.0,-2.6,-0.1,0.519,8.8,2021
Jake Layman,3761085.0,0.034461105002748765,45.0,0.7,-2.7,-0.1,0.577,11.4,2021
Danuel House,3717000.0,0.03405717427157779,36.0,0.5,-3.1,-0.3,0.525,9.1,2021
Wesley Matthews,3623000.0,0.03319589518050211,58.0,1.7,-2.4,-0.1,0.517,7.2,2021
Bobby Portis,3623000.0,0.03319589518050211,66.0,4.8,1.4,1.2,0.598,19.9,2021
Wayne Ellington,3564753.0,0.032662204507971415,46.0,1.9,-0.4,0.4,0.625,12.2,2021
Kyle Kuzma,3562178.0,0.03263861095840205,68.0,3.3,-0.7,0.6,0.546,12.7,2021
Tony Bradley,3542060.0,0.03245427890782481,42.0,2.7,1.2,0.6,0.678,20.7,2021
Tony Bradley,3542060.0,0.03245427890782481,22.0,1.3,-0.1,0.2,0.676,20.4,2021
Derrick White,3516284.0,0.032218105185999636,36.0,1.9,1.1,0.8,0.55,15.0,2021
Bismack Biyombo,3500000.0,0.032068902327286056,66.0,2.3,-3.3,-0.5,0.574,11.7,2021
Boban Marjanovic,3500000.0,0.032068902327286056,33.0,1.0,-1.1,0.1,0.562,22.6,2021
Josh Hart,3491159.0,0.03198789628000733,47.0,2.7,-1.1,0.3,0.566,12.2,2021
Aaron Nesmith,3458400.0,0.031687740516767454,46.0,1.1,-3.2,-0.2,0.573,9.4,2021
Sekou Doumbouya,3449400.0,0.03160527762506872,56.0,-0.2,-7.0,-1.1,0.459,6.9,2021
Jeff Teague,3372826.0,0.03090366501740883,55.0,1.6,-2.1,0.0,0.562,12.3,2021
Jeff Teague,3372826.0,0.03090366501740883,34.0,0.8,-2.5,-0.1,0.542,11.4,2021
Michael Carter-Williams,3300000.0,0.030236393622869707,31.0,-0.5,-4.6,-0.5,0.449,9.5,2021
James Ennis,3300000.0,0.030236393622869707,41.0,2.0,-2.1,0.0,0.613,12.5,2021
Cole Anthony,3285120.0,0.030100054975261133,47.0,0.0,-3.3,-0.4,0.496,12.1,2021
Taj Gibson,3283684.0,0.030086897562763424,45.0,3.8,1.4,0.8,0.661,16.0,2021
Facundo Campazzo,3200000.0,0.029320139270661537,65.0,3.1,-0.8,0.5,0.558,11.6,2021
Isaiah Stewart,3121080.0,0.028597031335898845,68.0,4.0,-1.2,0.3,0.597,16.4,2021
Chuma Okeke,3121080.0,0.028597031335898845,45.0,1.3,-1.4,0.2,0.511,11.8,2021
Nickeil Alexander-Walker,3113160.0,0.02852446399120396,46.0,0.7,-1.6,0.1,0.522,12.5,2021
DeMarcus Cousins,3051832.0,0.02796254352208173,41.0,1.2,0.7,0.5,0.537,16.4,2021
DeMarcus Cousins,3051832.0,0.02796254352208173,25.0,0.7,0.4,0.3,0.511,14.9,2021
Donte DiVincenzo,3044160.0,0.02789224848818032,66.0,3.6,-0.1,0.9,0.542,13.0,2021
Khem Birch,3011499.0,0.027592990654205608,67.0,3.8,-1.3,0.3,0.552,15.1,2021
Khem Birch,3011499.0,0.027592990654205608,48.0,2.1,-2.2,0.0,0.517,14.1,2021
Ryan Arcidiacono,3000000.0,0.02748763056624519,44.0,0.9,-2.5,-0.1,0.541,9.8,2021
Trey Burke,3000000.0,0.02748763056624519,62.0,1.4,-2.0,0.0,0.544,12.6,2021
Aleksej Pokusevski,2964840.0,0.027165475536008794,45.0,-1.9,-5.9,-1.1,0.43,6.1,2021
Goga Bitadze,2957520.0,0.02709840571742716,45.0,1.5,-1.2,0.1,0.523,16.3,2021
Lonnie Walker,2895720.0,0.026532160527762506,60.0,0.4,-3.8,-0.7,0.523,9.8,2021
Ben McLemore,2893630.0,0.026513010811801355,53.0,0.2,-4.0,-0.5,0.523,8.5,2021
Ben McLemore,2893630.0,0.026513010811801355,32.0,-0.2,-4.4,-0.3,0.5,8.3,2021
Luka Samanic,2824320.0,0.02587795492028587,33.0,0.1,-5.1,-0.2,0.518,9.8,2021
Josh Green,2816760.0,0.025808686091258932,39.0,0.5,-3.7,-0.2,0.49,8.8,2021
Kevin Huerter,2761920.0,0.02530621220450797,69.0,3.6,-0.6,0.8,0.541,12.2,2021
Alex Caruso,2750000.0,0.02519699468572476,58.0,2.4,-0.2,0.6,0.547,11.1,2021
Matisse Thybulle,2711280.0,0.024842221000549752,65.0,2.8,1.6,1.2,0.508,10.1,2021
Saddiq Bey,2689920.0,0.024646509070918088,70.0,3.3,-0.8,0.6,0.567,12.6,2021
Josh Okogie,2651040.0,0.02429026937877955,59.0,1.3,-3.7,-0.5,0.524,9.1,2021
Brandon Clarke,2602920.0,0.023849367784496978,59.0,4.2,1.3,1.2,0.56,17.3,2021
Precious Achiuwa,2582160.0,0.02365915338097856,61.0,1.3,-4.5,-0.5,0.55,14.2,2021
Jeff Green,2564753.0,0.023499660985889684,68.0,4.1,-1.0,0.5,0.624,13.0,2021
Marc Gasol,2564753.0,0.023499660985889684,52.0,2.8,2.1,1.0,0.606,12.2,2021
Dwight Howard,2564753.0,0.023499660985889684,69.0,4.0,-1.9,0.0,0.61,17.8,2021
Carmelo Anthony,2564753.0,0.023499660985889684,69.0,2.6,-1.5,0.2,0.547,14.6,2021
Grayson Allen,2545320.0,0.023321605277625067,50.0,2.7,-0.5,0.5,0.586,12.8,2021
Grant Williams,2498760.0,0.022894997251236945,63.0,1.1,-4.0,-0.6,0.546,7.5,2021
Tyrese Maxey,2478840.0,0.022712479384277076,61.0,1.9,-1.9,0.0,0.531,14.5,2021
Chandler Hutchison,2443440.0,0.022388125343595383,25.0,-0.1,-6.1,-0.4,0.469,6.8,2021
Mfiondu Kabengele,2432353.0,0.022286540223566062,39.0,0.2,-4.5,-0.2,0.486,9.5,2021
Mfiondu Kabengele,2432353.0,0.022286540223566062,23.0,-0.1,-10.9,-0.2,0.39,1.4,2021
Darius Bazley,2399160.0,0.021982407916437602,55.0,-0.9,-4.4,-1.0,0.491,9.7,2021
Moritz Wagner,2383915.0,0.021842724940443467,45.0,1.2,-2.7,-0.1,0.58,12.5,2021
Moritz Wagner,2383915.0,0.021842724940443467,25.0,1.0,-0.2,0.2,0.614,15.4,2021
Zeke Nnaji,2379840.0,0.021805387575590984,42.0,0.9,-2.1,0.0,0.615,11.3,2021
Aaron Holiday,2345640.0,0.021492028587135788,66.0,0.2,-4.1,-0.6,0.503,9.2,2021
Bryn Forbes,2337145.0,0.021414192779915703,70.0,2.7,-1.4,0.2,0.631,12.8,2021
Reggie Jackson,2331593.0,0.02136332233828111,67.0,3.7,0.1,0.8,0.576,14.2,2021
Markieff Morris,2331593.0,0.02136332233828111,61.0,1.6,-3.0,-0.3,0.509,9.3,2021
E'Twaun Moore,2331593.0,0.02136332233828111,27.0,0.4,-3.1,-0.1,0.523,10.4,2021
Kent Bazemore,2320044.0,0.021257504123144585,67.0,1.8,-1.7,0.1,0.564,10.6,2021
Hassan Whiteside,2320044.0,0.021257504123144585,36.0,0.9,-2.5,-0.1,0.566,19.2,2021
Ty Jerome,2303040.0,0.021101704233095108,33.0,1.3,-0.3,0.3,0.585,13.4,2021
Mike Muscala,2283034.0,0.02091839838739234,35.0,1.3,-0.3,0.3,0.599,14.7,2021
Anfernee Simons,2252040.0,0.020634414513468938,64.0,1.8,-1.3,0.2,0.589,12.3,2021
Luke Kornet,2250000.0,0.02061572292468389,31.0,0.7,0.6,0.2,0.511,13.3,2021
Brad Wanamaker,2250000.0,0.02061572292468389,61.0,0.9,-4.8,-0.7,0.489,9.5,2021
Brad Wanamaker,2250000.0,0.02061572292468389,39.0,0.5,-4.4,-0.4,0.468,8.5,2021
Brad Wanamaker,2250000.0,0.02061572292468389,22.0,0.4,-5.3,-0.4,0.518,10.9,2021
Nassir Little,2210640.0,0.020255085211654755,48.0,1.1,-3.1,-0.2,0.589,11.6,2021
Solomon Hill,2174318.0,0.019922283305845702,71.0,1.3,-2.8,-0.3,0.498,6.7,2021
Edmond Sumner,2160000.0,0.019791094007696537,53.0,1.4,-2.9,-0.2,0.626,12.7,2021
Dylan Windler,2137440.0,0.01958438702583837,31.0,0.5,-1.7,0.0,0.567,10.8,2021
Immanuel Quickley,2105520.0,0.019291918636613524,64.0,3.2,0.6,0.8,0.557,15.8,2021
John Konchar,2100000.0,0.019241341396371632,43.0,1.7,0.9,0.4,0.608,14.8,2021
Landry Shamet,2090040.0,0.0191500824628917,61.0,1.8,-2.5,-0.2,0.578,10.3,2021
Jordan Poole,2063280.0,0.018904892798240792,51.0,1.9,-0.6,0.4,0.581,15.1,2021
Bol Bol,2058240.0,0.018858713578889498,32.0,0.0,-4.4,-0.1,0.534,9.4,2021
Keldon Johnson,2048040.0,0.018765255634964267,69.0,3.3,-1.9,0.0,0.557,13.8,2021
Payton Pritchard,2035800.0,0.018653106102253986,66.0,2.5,-1.1,0.3,0.582,12.4,2021
